GeneID	GO_ID
Sco16g11800.1	33208|Metazoa
Sco11g02720.1	33208|Metazoa
Sco12g05330.1	33208|Metazoa
Sco01g09540.1	33208|Metazoa
Sco01g10990.1	33208|Metazoa
Sco15g03950.1	33208|Metazoa
Sco15g10630.1	33208|Metazoa
Sco13g15240.1	33208|Metazoa
Sco14g14050.1	33208|Metazoa
Sco13g06900.1	33208|Metazoa
Sco01g06920.1	33208|Metazoa
Sco03g11370.1	33208|Metazoa
Sco12g13010.1	33208|Metazoa
Sco09g04480.1	33208|Metazoa
Sco07g05280.1	33208|Metazoa
Sco03g12770.1	33208|Metazoa
Sco17g03500.1	33208|Metazoa
Sco06g04390.1	33208|Metazoa
Sco03g11190.1	33208|Metazoa
Sco11g10910.1	33208|Metazoa
Sco17g00320.1	33208|Metazoa
Sco13g00220.1	33208|Metazoa
Sco14g16160.1	33208|Metazoa
Sco16g08300.1	33208|Metazoa
Sco16g11930.1	33208|Metazoa
Sco09g03700.1	33208|Metazoa
Sco12g12780.1	33208|Metazoa
Sco03g02340.1	33208|Metazoa
Sco16g11400.1	33208|Metazoa
Sco12g03880.1	33208|Metazoa
Sco19g16370.1	33208|Metazoa
Sco06g09790.1	33208|Metazoa
Sco16g07150.1	33208|Metazoa
Sco14g13870.1	33208|Metazoa
Sco05g00150.1	33208|Metazoa
Sco17g08450.1	2759|Eukaryota
Sco07g07220.1	33208|Metazoa
Sco12g10810.1	33208|Metazoa
Sco08g05190.1	33208|Metazoa
Sco17g10020.1	33208|Metazoa
Sco17g15190.1	33208|Metazoa
Sco08g05230.1	33208|Metazoa
Sco14g12950.1	33208|Metazoa
Sco19g00470.1	33208|Metazoa
Sco12g06770.1	33208|Metazoa
Sco13g05570.1	33208|Metazoa
Sco15g07240.1	2759|Eukaryota
Sco12g02000.1	33208|Metazoa
Sco12g15400.1	33208|Metazoa
Sco17g11620.1	33208|Metazoa
Sco03g08620.1	400682.PAC_15713261|-
Sco10g06950.1	33208|Metazoa
Sco06g07620.1	33208|Metazoa
Sco08g05160.1	33208|Metazoa
Sco14g17240.1	33208|Metazoa
Sco14g13980.1	33208|Metazoa
Sco04g06340.1	33208|Metazoa
Sco17g00900.1	33208|Metazoa
Sco06g04710.1	33208|Metazoa
Sco17g10180.1	33208|Metazoa
Sco03g03540.1	33208|Metazoa
Sco18g08540.1	33208|Metazoa
Sco16g02870.1	33208|Metazoa
Sco14g15250.1	33208|Metazoa
Sco08g04740.1	33208|Metazoa
Sco16g13810.1	33208|Metazoa
Sco07g05190.1	33208|Metazoa
Sco05g03040.1	33208|Metazoa
Sco19g14000.1	33208|Metazoa
Sco13g12620.1	33208|Metazoa
Sco15g10340.1	33208|Metazoa
Sco14g01510.1	33208|Metazoa
Sco07g11000.1	33208|Metazoa
Sco09g00340.1	2759|Eukaryota
Sco02g06340.1	33208|Metazoa
Sco01g00650.1	33208|Metazoa
Sco17g05240.1	91061|Bacilli
Sco00g00058.1	33208|Metazoa
Sco09g02340.1	33208|Metazoa
Sco19g05040.1	33208|Metazoa
Sco03g10410.1	33208|Metazoa
Sco01g04810.1	33208|Metazoa
Sco14g04050.1	2|Bacteria
Sco07g02240.1	33208|Metazoa
Sco08g05490.1	33208|Metazoa
Sco11g06330.1	33208|Metazoa
Sco15g07600.1	33208|Metazoa
Sco04g08510.1	33208|Metazoa
Sco04g10280.1	33208|Metazoa
Sco13g03190.1	33208|Metazoa
Sco08g01070.1	33208|Metazoa
Sco18g03870.1	33208|Metazoa
Sco10g02780.1	33208|Metazoa
Sco19g07460.1	2759|Eukaryota
Sco15g06960.1	33208|Metazoa
Sco08g04710.1	33208|Metazoa
Sco17g16560.1	33208|Metazoa
Sco15g05450.1	33208|Metazoa
Sco06g08670.1	33208|Metazoa
Sco03g11180.1	33208|Metazoa
Sco16g11340.1	33208|Metazoa
Sco15g10760.1	33208|Metazoa
Sco14g06780.1	33208|Metazoa
Sco08g00830.1	33208|Metazoa
Sco16g12360.1	33208|Metazoa
Sco12g03750.1	33208|Metazoa
Sco11g01550.1	33208|Metazoa
Sco11g04490.1	33208|Metazoa
Sco03g03230.1	33208|Metazoa
Sco13g01150.1	33208|Metazoa
Sco10g01400.1	33208|Metazoa
Sco05g03810.1	33208|Metazoa
Sco19g05470.1	33208|Metazoa
Sco12g13430.1	33208|Metazoa
Sco11g06940.1	33208|Metazoa
Sco12g15180.1	33208|Metazoa
Sco13g01730.1	33208|Metazoa
Sco14g07310.1	33208|Metazoa
Sco03g05100.1	33208|Metazoa
Sco19g09960.1	33208|Metazoa
Sco02g09800.1	33208|Metazoa
Sco07g06880.1	33208|Metazoa
Sco07g06000.1	33208|Metazoa
Sco14g09620.1	33208|Metazoa
Sco05g11210.1	33208|Metazoa
Sco06g04510.1	33208|Metazoa
Sco09g01780.1	33208|Metazoa
Sco16g13670.1	33208|Metazoa
Sco17g01530.1	33208|Metazoa
Sco04g08720.1	135614|Xanthomonadales
Sco13g03140.1	33208|Metazoa
Sco18g09050.1	33208|Metazoa
Sco15g02070.1	33208|Metazoa
Sco17g03700.1	33208|Metazoa
Sco09g01810.1	33208|Metazoa
Sco01g01160.1	33208|Metazoa
Sco09g02540.1	33208|Metazoa
Sco09g05380.1	33208|Metazoa
Sco06g12470.1	33208|Metazoa
Sco19g00400.1	33208|Metazoa
Sco15g09690.1	33208|Metazoa
Sco15g12980.1	33208|Metazoa
Sco13g03160.1	33208|Metazoa
Sco07g04240.1	33208|Metazoa
Sco14g14240.1	33208|Metazoa
Sco11g01250.1	33208|Metazoa
Sco09g04910.1	33208|Metazoa
Sco16g10270.1	33208|Metazoa
Sco14g17140.1	33208|Metazoa
Sco16g06000.1	33208|Metazoa
Sco09g04810.1	33208|Metazoa
Sco11g10290.1	33208|Metazoa
Sco10g05490.1	33208|Metazoa
Sco19g12330.1	33208|Metazoa
Sco17g13960.1	33208|Metazoa
Sco07g04890.1	33208|Metazoa
Sco11g10670.1	33208|Metazoa
Sco07g10880.1	33208|Metazoa
Sco01g03620.1	33208|Metazoa
Sco11g05840.1	33208|Metazoa
Sco12g04870.1	2759|Eukaryota
Sco06g08250.1	33208|Metazoa
Sco10g01420.1	33208|Metazoa
Sco03g06150.1	33208|Metazoa
Sco13g00530.1	33208|Metazoa
Sco17g02550.1	33208|Metazoa
Sco04g04680.1	33208|Metazoa
Sco04g00680.1	33208|Metazoa
Sco14g17010.1	33208|Metazoa
Sco15g10230.1	33208|Metazoa
Sco14g14390.1	33208|Metazoa
Sco14g08670.1	33208|Metazoa
Sco14g05760.1	33208|Metazoa
Sco03g03390.1	33208|Metazoa
Sco13g06790.1	33208|Metazoa
Sco11g01980.1	33208|Metazoa
Sco03g02800.1	33208|Metazoa
Sco12g04320.1	33208|Metazoa
Sco13g02700.1	33208|Metazoa
Sco11g08660.1	33208|Metazoa
Sco02g05130.1	33208|Metazoa
Sco16g05070.1	33208|Metazoa
Sco01g07510.1	33208|Metazoa
Sco03g03010.1	33208|Metazoa
Sco18g09640.1	33208|Metazoa
Sco16g04770.1	33208|Metazoa
Sco01g05850.1	33154|Opisthokonta
Sco04g02020.1	33208|Metazoa
Sco07g01020.1	33208|Metazoa
Sco11g09390.1	33208|Metazoa
Sco17g12810.1	33208|Metazoa
Sco04g06060.1	33208|Metazoa
Sco10g03710.1	33208|Metazoa
Sco13g15310.1	33208|Metazoa
Sco01g02340.1	33208|Metazoa
Sco15g05350.1	33208|Metazoa
Sco01g00670.1	33208|Metazoa
Sco01g05260.1	33208|Metazoa
Sco16g00470.1	33208|Metazoa
Sco15g02900.1	33208|Metazoa
Sco08g03330.1	33208|Metazoa
Sco03g09810.1	33208|Metazoa
Sco04g08460.1	33208|Metazoa
Sco15g08310.1	33208|Metazoa
Sco17g12510.1	33208|Metazoa
Sco14g16460.1	33208|Metazoa
Sco19g12650.1	33208|Metazoa
Sco14g17060.1	33208|Metazoa
Sco03g07300.1	33208|Metazoa
Sco03g09020.1	33208|Metazoa
Sco04g10340.1	33208|Metazoa
Sco04g08600.1	33208|Metazoa
Sco19g15930.1	33208|Metazoa
Sco16g11460.1	33208|Metazoa
Sco19g10220.1	33208|Metazoa
Sco14g03360.1	33208|Metazoa
Sco11g09150.1	33208|Metazoa
Sco11g06130.1	33208|Metazoa
Sco02g09370.1	33208|Metazoa
Sco15g03740.1	33208|Metazoa
Sco16g01260.1	33208|Metazoa
Sco07g07440.1	33208|Metazoa
Sco09g03550.1	33208|Metazoa
Sco01g05160.1	33208|Metazoa
Sco14g01220.1	33208|Metazoa
Sco13g10000.1	33208|Metazoa
Sco17g08820.1	33208|Metazoa
Sco01g05760.1	33208|Metazoa
Sco07g02410.1	33208|Metazoa
Sco03g08900.1	33208|Metazoa
Sco09g05650.1	33208|Metazoa
Sco08g03260.1	33208|Metazoa
Sco14g16640.1	33208|Metazoa
Sco03g01740.1	33208|Metazoa
Sco01g01590.1	33208|Metazoa
Sco12g06280.1	33208|Metazoa
Sco14g00620.1	33208|Metazoa
Sco14g05330.1	33208|Metazoa
Sco01g03910.1	33208|Metazoa
Sco17g08200.1	35493|Streptophyta
Sco18g02850.1	33208|Metazoa
Sco12g04340.1	33208|Metazoa
Sco03g12200.1	33208|Metazoa
Sco17g16080.1	33208|Metazoa
Sco17g11610.1	33208|Metazoa
Sco14g06660.1	33208|Metazoa
Sco05g08460.1	33208|Metazoa
Sco13g06180.1	33208|Metazoa
Sco01g11060.1	33208|Metazoa
Sco19g01220.1	33208|Metazoa
Sco04g06580.1	33208|Metazoa
Sco19g01150.1	33208|Metazoa
Sco08g03290.1	33154|Opisthokonta
Sco19g03600.1	33208|Metazoa
Sco04g02260.1	33208|Metazoa
Sco05g02740.1	33208|Metazoa
Sco17g15080.1	33208|Metazoa
Sco18g07350.1	33208|Metazoa
Sco08g05120.1	33208|Metazoa
Sco03g09820.1	33208|Metazoa
Sco15g11280.1	33208|Metazoa
Sco02g09720.1	33208|Metazoa
Sco07g04080.1	33208|Metazoa
Sco17g09630.1	33208|Metazoa
Sco09g04700.1	33208|Metazoa
Sco17g04240.1	33208|Metazoa
Sco07g00370.1	33208|Metazoa
Sco18g04270.1	33208|Metazoa
Sco07g08440.1	33208|Metazoa
Sco19g15970.1	33208|Metazoa
Sco19g07170.1	33208|Metazoa
Sco16g11220.1	33208|Metazoa
Sco13g13090.1	33208|Metazoa
Sco10g00230.1	33208|Metazoa
Sco07g00960.1	33208|Metazoa
Sco14g09650.1	33208|Metazoa
Sco17g18050.1	33208|Metazoa
Sco19g02100.1	2759|Eukaryota
Sco17g01710.1	33208|Metazoa
Sco13g05900.1	33208|Metazoa
Sco07g03650.1	2759|Eukaryota
Sco05g07100.1	33208|Metazoa
Sco11g04270.1	33208|Metazoa
Sco07g10020.1	33208|Metazoa
Sco16g12020.1	33208|Metazoa
Sco14g06480.1	33208|Metazoa
Sco19g00380.1	33208|Metazoa
Sco06g01530.1	33208|Metazoa
Sco12g09490.1	33208|Metazoa
Sco12g04950.1	33208|Metazoa
Sco08g03030.1	33208|Metazoa
Sco19g08690.1	33208|Metazoa
Sco03g06350.1	33208|Metazoa
Sco03g09800.1	33208|Metazoa
Sco18g07230.1	400682.PAC_15722537|-
Sco09g06030.1	33208|Metazoa
Sco16g07120.1	33208|Metazoa
Sco14g08720.1	33208|Metazoa
Sco12g09210.1	33208|Metazoa
Sco03g01200.1	33208|Metazoa
Sco03g09160.1	33208|Metazoa
Sco19g15250.1	33208|Metazoa
Sco11g02180.1	33208|Metazoa
Sco13g15320.1	33208|Metazoa
Sco19g14430.1	33208|Metazoa
Sco17g07860.1	33208|Metazoa
Sco05g04870.1	33208|Metazoa
Sco05g08050.1	33208|Metazoa
Sco03g12380.1	33208|Metazoa
Sco02g07110.1	2759|Eukaryota
Sco05g08260.1	33208|Metazoa
Sco10g07420.1	33208|Metazoa
Sco03g12950.1	33208|Metazoa
Sco12g11820.1	33208|Metazoa
Sco10g08010.1	33208|Metazoa
Sco19g02610.1	33208|Metazoa
Sco12g09290.1	33208|Metazoa
Sco19g00670.1	2759|Eukaryota
Sco12g10460.1	33208|Metazoa
Sco03g02920.1	33208|Metazoa
Sco05g08010.1	33208|Metazoa
Sco01g01710.1	33208|Metazoa
Sco05g09200.1	33208|Metazoa
Sco04g02990.1	33208|Metazoa
Sco13g12140.1	33208|Metazoa
Sco17g19130.1	33154|Opisthokonta
Sco13g02200.1	33208|Metazoa
Sco11g06360.1	33208|Metazoa
Sco16g04130.1	33208|Metazoa
Sco06g10720.1	33208|Metazoa
Sco19g02650.1	33208|Metazoa
Sco05g06380.1	33208|Metazoa
Sco17g01740.1	33208|Metazoa
Sco05g04710.1	33208|Metazoa
Sco11g02220.1	33208|Metazoa
Sco12g15800.1	33208|Metazoa
Sco17g07670.1	33208|Metazoa
Sco16g01620.1	33208|Metazoa
Sco02g08020.1	33208|Metazoa
Sco02g09680.1	33208|Metazoa
Sco12g04710.1	33208|Metazoa
Sco17g10460.1	33208|Metazoa
Sco06g10740.1	33208|Metazoa
Sco12g15630.1	33208|Metazoa
Sco02g08310.1	33208|Metazoa
Sco19g13280.1	2759|Eukaryota
Sco03g07380.1	33208|Metazoa
Sco17g12910.1	33208|Metazoa
Sco15g11580.1	33208|Metazoa
Sco17g11520.1	33208|Metazoa
Sco00g00025.1	33208|Metazoa
Sco11g06760.1	33208|Metazoa
Sco14g07070.1	33208|Metazoa
Sco06g10180.1	33208|Metazoa
Sco04g09800.1	33208|Metazoa
Sco07g08360.1	33208|Metazoa
Sco02g02430.1	33208|Metazoa
Sco02g07320.1	33208|Metazoa
Sco19g03140.1	33208|Metazoa
Sco17g18630.1	33208|Metazoa
Sco12g13250.1	33208|Metazoa
Sco04g09300.1	33208|Metazoa
Sco12g12270.1	33208|Metazoa
Sco19g15110.1	33208|Metazoa
Sco07g00920.1	33208|Metazoa
Sco12g10430.1	33208|Metazoa
Sco04g02880.1	33208|Metazoa
Sco19g09520.1	33208|Metazoa
Sco15g04550.1	33208|Metazoa
Sco12g10610.1	33208|Metazoa
Sco12g13450.1	33208|Metazoa
Sco08g07450.1	33208|Metazoa
Sco12g04800.1	33208|Metazoa
Sco10g00160.1	33208|Metazoa
Sco14g03160.1	33208|Metazoa
Sco17g13490.1	33208|Metazoa
Sco11g08590.1	33208|Metazoa
Sco15g03500.1	33208|Metazoa
Sco04g09660.1	33208|Metazoa
Sco08g04460.1	33208|Metazoa
Sco01g05450.1	33208|Metazoa
Sco15g00780.1	33208|Metazoa
Sco01g00290.1	33208|Metazoa
Sco03g08170.1	33208|Metazoa
Sco19g05480.1	33208|Metazoa
Sco16g07090.1	33154|Opisthokonta
Sco13g13910.1	33208|Metazoa
Sco05g06220.1	33208|Metazoa
Sco13g14870.1	33208|Metazoa
Sco06g12200.1	33208|Metazoa
Sco18g10100.1	33208|Metazoa
Sco10g01140.1	33208|Metazoa
Sco16g03890.1	33208|Metazoa
Sco13g04940.1	33208|Metazoa
Sco13g10730.1	33208|Metazoa
Sco07g08060.1	33208|Metazoa
Sco12g12110.1	33208|Metazoa
Sco15g02660.1	33208|Metazoa
Sco08g06700.1	2759|Eukaryota
Sco14g13710.1	33208|Metazoa
Sco13g12930.1	33208|Metazoa
Sco15g04570.1	33208|Metazoa
Sco05g08340.1	33208|Metazoa
Sco13g00500.1	33208|Metazoa
Sco12g12450.1	33208|Metazoa
Sco01g00740.1	33208|Metazoa
Sco06g00440.1	33208|Metazoa
Sco12g12920.1	33208|Metazoa
Sco17g15320.1	33208|Metazoa
Sco16g02010.1	33208|Metazoa
Sco02g05150.1	33208|Metazoa
Sco08g04080.1	33208|Metazoa
Sco11g08010.1	33208|Metazoa
Sco13g02110.1	33208|Metazoa
Sco03g07600.1	33208|Metazoa
Sco12g14920.1	33208|Metazoa
Sco15g11440.1	33208|Metazoa
Sco13g14180.1	33208|Metazoa
Sco07g07810.1	33208|Metazoa
Sco13g03360.1	33208|Metazoa
Sco03g13020.1	33208|Metazoa
Sco19g08140.1	35493|Streptophyta
Sco01g06870.1	33208|Metazoa
Sco05g10800.1	33208|Metazoa
Sco16g04890.1	33208|Metazoa
Sco11g04080.1	33208|Metazoa
Sco09g04980.1	2759|Eukaryota
Sco19g02360.1	33208|Metazoa
Sco05g11870.1	33208|Metazoa
Sco15g04170.1	33208|Metazoa
Sco01g04150.1	33208|Metazoa
Sco13g13260.1	33208|Metazoa
Sco13g14310.1	33208|Metazoa
Sco02g10040.1	33208|Metazoa
Sco17g04470.1	33208|Metazoa
Sco17g11550.1	33208|Metazoa
Sco12g12750.1	33208|Metazoa
Sco12g00610.1	33208|Metazoa
Sco08g03480.1	33208|Metazoa
Sco11g03580.1	33208|Metazoa
Sco11g12460.1	35493|Streptophyta
Sco12g02580.1	33208|Metazoa
Sco17g08630.1	33208|Metazoa
Sco01g01860.1	33208|Metazoa
Sco19g06210.1	33208|Metazoa
Sco13g10550.1	33208|Metazoa
Sco10g05680.1	33208|Metazoa
Sco14g05030.1	33208|Metazoa
Sco08g07240.1	33208|Metazoa
Sco12g14930.1	33208|Metazoa
Sco02g09510.1	33208|Metazoa
Sco19g00800.1	33208|Metazoa
Sco11g03560.1	33208|Metazoa
Sco04g09310.1	33208|Metazoa
Sco02g08940.1	33208|Metazoa
Sco03g12540.1	33208|Metazoa
Sco06g02550.1	33208|Metazoa
Sco07g06330.1	33208|Metazoa
Sco17g16650.1	33208|Metazoa
Sco04g09090.1	33208|Metazoa
Sco03g05880.1	33208|Metazoa
Sco19g12010.1	33208|Metazoa
Sco10g06330.1	33208|Metazoa
Sco01g05920.1	33208|Metazoa
Sco01g00870.1	33208|Metazoa
Sco16g01130.1	33208|Metazoa
Sco18g08790.1	2759|Eukaryota
Sco15g06760.1	33208|Metazoa
Sco13g15590.1	33208|Metazoa
Sco07g07390.1	33208|Metazoa
Sco13g01020.1	121069|Pythiales
Sco17g07120.1	33208|Metazoa
Sco15g07760.1	33208|Metazoa
Sco16g03700.1	33208|Metazoa
Sco14g13610.1	33208|Metazoa
Sco05g09230.1	33154|Opisthokonta
Sco17g13180.1	33208|Metazoa
Sco02g07610.1	33208|Metazoa
Sco09g01280.1	33208|Metazoa
Sco19g02160.1	2759|Eukaryota
Sco17g18570.1	33208|Metazoa
Sco13g13330.1	33208|Metazoa
Sco17g00140.1	33208|Metazoa
Sco05g06470.1	33208|Metazoa
Sco17g13360.1	33208|Metazoa
Sco03g12850.1	33208|Metazoa
Sco06g12990.1	33208|Metazoa
Sco15g12130.1	33208|Metazoa
Sco11g02300.1	2759|Eukaryota
Sco03g01520.1	33208|Metazoa
Sco03g05440.1	33208|Metazoa
Sco19g00080.1	33208|Metazoa
Sco17g16270.1	33208|Metazoa
Sco08g01740.1	33208|Metazoa
Sco08g00960.1	33208|Metazoa
Sco01g08750.1	33208|Metazoa
Sco15g11110.1	33208|Metazoa
Sco16g13390.1	33208|Metazoa
Sco12g14530.1	33208|Metazoa
Sco08g09240.1	33208|Metazoa
Sco09g00410.1	33208|Metazoa
Sco12g04520.1	33208|Metazoa
Sco10g08570.1	33208|Metazoa
Sco16g06400.1	33208|Metazoa
Sco17g10810.1	33208|Metazoa
Sco07g00560.1	33208|Metazoa
Sco12g13030.1	33208|Metazoa
Sco03g08570.1	33208|Metazoa
Sco17g16690.1	33208|Metazoa
Sco19g08000.1	33208|Metazoa
Sco07g04770.1	33208|Metazoa
Sco13g15520.1	33208|Metazoa
Sco14g02100.1	33208|Metazoa
Sco13g16240.1	33208|Metazoa
Sco01g00170.1	33208|Metazoa
Sco01g03480.1	33208|Metazoa
Sco14g15610.1	33208|Metazoa
Sco15g12030.1	33208|Metazoa
Sco09g06430.1	33208|Metazoa
Sco13g00780.1	33208|Metazoa
Sco14g04090.1	33208|Metazoa
Sco16g10240.1	33208|Metazoa
Sco08g06080.1	33208|Metazoa
Sco17g14300.1	33208|Metazoa
Sco13g01560.1	33208|Metazoa
Sco11g08040.1	33208|Metazoa
Sco13g01050.1	33208|Metazoa
Sco18g10370.1	33208|Metazoa
Sco12g15280.1	33208|Metazoa
Sco16g03830.1	33208|Metazoa
Sco05g06440.1	33208|Metazoa
Sco02g03440.1	33208|Metazoa
Sco16g11650.1	33208|Metazoa
Sco18g06270.1	33208|Metazoa
Sco05g00480.1	33208|Metazoa
Sco08g00890.1	33208|Metazoa
Sco05g05340.1	33208|Metazoa
Sco05g08040.1	33208|Metazoa
Sco11g05770.1	33208|Metazoa
Sco17g16910.1	33208|Metazoa
Sco02g08240.1	33208|Metazoa
Sco14g12940.1	33208|Metazoa
Sco17g00180.1	33208|Metazoa
Sco15g09660.1	33208|Metazoa
Sco13g10780.1	33208|Metazoa
Sco12g09900.1	33208|Metazoa
Sco16g03850.1	33208|Metazoa
Sco13g07700.1	33208|Metazoa
Sco17g05380.1	33208|Metazoa
Sco06g03350.1	33208|Metazoa
Sco02g08000.1	33208|Metazoa
Sco14g04060.1	33208|Metazoa
Sco15g09470.1	33208|Metazoa
Sco06g11060.1	33208|Metazoa
Sco03g05300.1	33208|Metazoa
Sco14g15730.1	33208|Metazoa
Sco17g05090.1	33208|Metazoa
Sco03g08870.1	33208|Metazoa
Sco11g09120.1	33208|Metazoa
Sco15g05210.1	33208|Metazoa
Sco17g18010.1	33208|Metazoa
Sco09g06000.1	33208|Metazoa
Sco16g05450.1	33208|Metazoa
Sco19g04460.1	33208|Metazoa
Sco18g01750.1	33208|Metazoa
Sco06g12660.1	201174|Actinobacteria
Sco15g11450.1	33208|Metazoa
Sco10g03130.1	33208|Metazoa
Sco03g06210.1	33208|Metazoa
Sco14g09250.1	33208|Metazoa
Sco06g01310.1	33208|Metazoa
Sco17g11630.1	33208|Metazoa
Sco14g14220.1	33208|Metazoa
Sco17g09150.1	33208|Metazoa
Sco19g08720.1	33208|Metazoa
Sco12g03810.1	33208|Metazoa
Sco18g05600.1	33208|Metazoa
Sco12g05660.1	33208|Metazoa
Sco14g05550.1	33208|Metazoa
Sco08g06310.1	33208|Metazoa
Sco06g01400.1	33208|Metazoa
Sco03g10810.1	33208|Metazoa
Sco16g09840.1	33208|Metazoa
Sco01g00040.1	33208|Metazoa
Sco14g08440.1	33208|Metazoa
Sco07g09010.1	33208|Metazoa
Sco11g04070.1	33208|Metazoa
Sco12g02130.1	33208|Metazoa
Sco13g12110.1	33208|Metazoa
Sco02g04110.1	33208|Metazoa
Sco12g09610.1	33208|Metazoa
Sco15g10140.1	33208|Metazoa
Sco11g01360.1	33208|Metazoa
Sco04g02150.1	33208|Metazoa
Sco14g14750.1	33208|Metazoa
Sco15g01070.1	33208|Metazoa
Sco17g01060.1	33208|Metazoa
Sco09g02790.1	33208|Metazoa
Sco01g03650.1	2759|Eukaryota
Sco17g04740.1	33208|Metazoa
Sco11g01820.1	33208|Metazoa
Sco12g08180.1	33208|Metazoa
Sco05g06930.1	33208|Metazoa
Sco07g02610.1	33208|Metazoa
Sco15g11330.1	33208|Metazoa
Sco06g07540.1	33208|Metazoa
Sco06g09120.1	33208|Metazoa
Sco06g00630.1	33208|Metazoa
Sco04g05480.1	33208|Metazoa
Sco16g00610.1	33208|Metazoa
Sco05g11160.1	33208|Metazoa
Sco17g13220.1	33208|Metazoa
Sco18g01490.1	33208|Metazoa
Sco17g04840.1	33208|Metazoa
Sco12g06510.1	33208|Metazoa
Sco18g00630.1	33208|Metazoa
Sco11g00930.1	33208|Metazoa
Sco17g13340.1	33208|Metazoa
Sco15g10200.1	33208|Metazoa
Sco06g08110.1	33208|Metazoa
Sco07g05750.1	33208|Metazoa
Sco19g15080.1	33208|Metazoa
Sco05g09530.1	33208|Metazoa
Sco14g03450.1	33208|Metazoa
Sco01g10280.1	33208|Metazoa
Sco03g11250.1	33208|Metazoa
Sco02g08740.1	2759|Eukaryota
Sco12g06940.1	33208|Metazoa
Sco19g11750.1	33208|Metazoa
Sco10g02920.1	33208|Metazoa
Sco19g02630.1	33208|Metazoa
Sco16g03590.1	33208|Metazoa
Sco01g03730.1	33208|Metazoa
Sco16g09300.1	33208|Metazoa
Sco12g08940.1	33208|Metazoa
Sco13g12430.1	33208|Metazoa
Sco02g03960.1	33208|Metazoa
Sco13g09220.1	33208|Metazoa
Sco14g06050.1	33208|Metazoa
Sco12g01690.1	33208|Metazoa
Sco09g05960.1	33208|Metazoa
Sco11g01950.1	33208|Metazoa
Sco14g05570.1	2759|Eukaryota
Sco17g13680.1	33208|Metazoa
Sco11g06140.1	2759|Eukaryota
Sco12g00360.1	33208|Metazoa
Sco19g07330.1	33208|Metazoa
Sco02g03510.1	33208|Metazoa
Sco08g04440.1	33208|Metazoa
Sco11g09670.1	33208|Metazoa
Sco12g08030.1	33208|Metazoa
Sco01g02890.1	33208|Metazoa
Sco07g05320.1	33208|Metazoa
Sco03g01020.1	33208|Metazoa
Sco11g11000.1	33208|Metazoa
Sco13g11070.1	976|Bacteroidetes
Sco17g13860.1	33208|Metazoa
Sco12g13180.1	33208|Metazoa
Sco14g15600.1	33208|Metazoa
Sco19g15770.1	33208|Metazoa
Sco18g00390.1	33208|Metazoa
Sco19g14570.1	33208|Metazoa
Sco02g06990.1	33208|Metazoa
Sco13g06620.1	33208|Metazoa
Sco13g04170.1	33208|Metazoa
Sco12g14310.1	33208|Metazoa
Sco06g09030.1	33208|Metazoa
Sco06g04330.1	33208|Metazoa
Sco02g05660.1	33208|Metazoa
Sco12g10310.1	33208|Metazoa
Sco01g11210.1	33208|Metazoa
Sco17g08420.1	33208|Metazoa
Sco06g04970.1	33208|Metazoa
Sco12g06570.1	33208|Metazoa
Sco17g03050.1	33208|Metazoa
Sco14g18080.1	33208|Metazoa
Sco04g03520.1	33208|Metazoa
Sco04g01380.1	33208|Metazoa
Sco07g07540.1	33208|Metazoa
Sco14g18100.1	33208|Metazoa
Sco13g09960.1	33208|Metazoa
Sco05g03250.1	2759|Eukaryota
Sco01g07270.1	33208|Metazoa
Sco11g09310.1	33208|Metazoa
Sco16g02370.1	33208|Metazoa
Sco17g09890.1	33208|Metazoa
Sco06g12630.1	33208|Metazoa
Sco05g03150.1	33208|Metazoa
Sco01g00310.1	2759|Eukaryota
Sco10g02850.1	33208|Metazoa
Sco05g05400.1	33208|Metazoa
Sco06g02280.1	2759|Eukaryota
Sco16g09890.1	33208|Metazoa
Sco10g07270.1	33208|Metazoa
Sco12g08170.1	33208|Metazoa
Sco12g02920.1	33208|Metazoa
Sco05g06760.1	33208|Metazoa
Sco07g02160.1	33208|Metazoa
Sco14g15400.1	33208|Metazoa
Sco08g01950.1	33208|Metazoa
Sco19g07750.1	33208|Metazoa
Sco12g15830.1	33208|Metazoa
Sco17g04810.1	33208|Metazoa
Sco11g04520.1	33208|Metazoa
Sco18g06080.1	2759|Eukaryota
Sco17g01000.1	33208|Metazoa
Sco12g00130.1	33208|Metazoa
Sco19g07090.1	33208|Metazoa
Sco13g11680.1	976|Bacteroidetes
Sco11g11140.1	6500.XP_005093991.1|-
Sco05g08770.1	33208|Metazoa
Sco05g08200.1	33208|Metazoa
Sco19g13890.1	33208|Metazoa
Sco06g00400.1	33208|Metazoa
Sco15g11620.1	33208|Metazoa
Sco12g02300.1	33208|Metazoa
Sco10g03890.1	33208|Metazoa
Sco05g09850.1	33208|Metazoa
Sco15g08660.1	33208|Metazoa
Sco06g07860.1	33208|Metazoa
Sco02g01750.1	33208|Metazoa
Sco08g05790.1	33208|Metazoa
Sco11g12000.1	33208|Metazoa
Sco13g08110.1	33208|Metazoa
Sco15g07730.1	2759|Eukaryota
Sco10g08840.1	33208|Metazoa
Sco12g01460.1	33208|Metazoa
Sco11g10730.1	33208|Metazoa
Sco05g10100.1	33208|Metazoa
Sco03g07000.1	33208|Metazoa
Sco02g05400.1	33208|Metazoa
Sco12g11340.1	33208|Metazoa
Sco14g17940.1	33208|Metazoa
